City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Max Temp K,Wind Speed
350,Victor Harbor,71,AU,1593139536,75,-35.57,138.62,59,288.15,1.75
351,College,75,US,1593139536,28,64.86,-147.8,68,293.15,3.1
352,Marrakesh,21,MA,1593139536,77,31.63,-8.01,68,293.15,2.6
353,Halkirk,24,CA,1593139536,58,52.28,-112.15,72,295.37,0.45
354,Vardø,75,NO,1593139536,93,70.37,31.11,50,283.15,2.1
355,San Fernando del Valle de Catamarca,100,AR,1593139457,71,-28.47,-65.79,54,285.37,3.13
356,Codrington,100,AU,1593139536,67,-38.27,141.97,52,284.44,1.54
357,Campina Verde,99,BR,1593139536,71,-19.54,-49.49,69,293.97,1.97
358,Unaí,0,BR,1593139537,58,-16.36,-46.91,66,292.06,0.3
359,San Patricio,95,MX,1593139537,82,19.22,-104.7,80,300.08,4.2
360,Shimoda,75,JP,1593139537,94,34.67,138.95,82,300.93,9.3
361,Kendari,77,ID,1593139537,64,-3.94,122.5,84,301.97,2.51
362,Mount Gambier,97,AU,1593139241,64,-37.83,140.77,54,285.39,1.47
363,Rāmhormoz,0,IR,1593139537,30,31.28,49.6,81,300.15,2.1
364,Çubuk,72,TR,1593139537,77,40.24,33.03,64,290.93,3.1
365,Mangochi,18,MW,1593139537,90,-14.48,35.26,61,289.22,2.29
366,Bonthe,100,SL,1593139538,89,7.53,-12.51,77,297.98,3.37
367,Northam,100,GB,1593139538,83,51.03,-4.22,63,290.37,2.68
368,Santiago,75,CL,1593139538,75,-33.46,-70.65,46,281.15,4.6
369,Pekan,20,MY,1593139538,78,3.48,103.4,82,301.15,3.6
370,Kodinsk,45,RU,1593139538,44,58.69,99.18,81,300.15,1.45
371,Thunder Bay,20,CA,1593139512,46,48.4,-89.32,72,295.15,4.6
372,Jaciara,100,BR,1593139440,65,-15.97,-54.97,72,295.48,0.97
373,Senno,0,RU,1593139538,76,59.53,33.92,64,290.78,2.19
374,Arrondissement de Dieppe,100,FR,1593139497,77,49.75,1.17,69,293.71,2.1
375,Lompoc,13,US,1593139538,77,34.64,-120.46,63,290.15,4.6
376,Mtwango,95,TZ,1593139539,95,-9.02,34.8,53,284.78,3.71
377,Kruisfontein,26,ZA,1593139539,94,-34.0,24.73,54,285.42,1.46
378,Port-Gentil,96,GA,1593139539,81,-0.72,8.78,74,296.43,5.45
379,Kwang Binh,100,VN,1593139539,54,17.48,106.6,93,306.84,3.66
380,Fengrun,85,CN,1593139539,33,39.83,118.12,79,299.26,2.68
381,Santa Isabel Rio Negro,95,BR,1593139539,94,-0.41,-65.02,74,296.45,0.98
382,Ubari,0,LY,1593139539,26,26.59,12.78,78,298.75,4.84
383,Gunnedah,0,AU,1593139540,58,-30.98,150.25,55,286.15,2.6
384,Barcelos,75,PT,1593139540,93,41.54,-8.62,60,288.71,2.1
385,Zabaykal'sk,26,RU,1593139540,36,49.63,117.32,74,296.35,1.1
386,Vostok,100,RU,1593139540,96,46.49,135.88,57,286.79,0.98
387,Zheleznodorozhnyy,16,RU,1593139540,88,55.75,38.0,65,291.48,1.0
388,Soubre,100,CI,1593139540,98,5.79,-6.61,72,295.2,0.76
389,Porto-Novo,40,BJ,1593139540,83,6.5,2.6,81,300.15,5.1
390,Biled,0,RO,1593139540,100,45.89,20.96,68,293.15,3.6
391,Caconda,0,AO,1593139541,54,-13.73,15.07,46,280.76,1.12
392,Baghlan,46,AF,1593139541,11,36.13,68.71,92,306.74,1.37
393,Qandala,97,SO,1593139541,52,11.47,49.87,91,305.72,3.26
394,Polewali,59,ID,1593139541,66,-3.43,119.34,85,302.73,3.21
395,Bang Saphan,75,TH,1593139541,88,11.21,99.51,81,300.15,2.1
396,São José de Piranhas,96,BR,1593139541,85,-7.12,-38.5,69,293.57,2.45
397,Robertson,75,US,1593139541,64,36.52,-86.87,73,296.15,2.11
398,Kalengwa,0,ZM,1593139541,94,-13.47,25.0,50,282.89,1.67
399,Jalu,0,LY,1593139542,59,29.03,21.55,72,295.13,4.38
400,Buloh Kasap,40,MY,1593139542,94,2.55,102.76,75,297.15,1.0
401,Sitka,90,US,1593139344,66,57.05,-135.33,54,285.15,5.7
402,Terra Santa,50,BR,1593139542,96,-2.1,-56.49,74,296.53,1.3
403,Beipiao,1,CN,1593139542,43,41.79,120.78,77,297.9,3.3
404,Haines Junction,49,CA,1593139542,40,60.75,-137.51,57,286.83,3.53
405,Piteå,17,SE,1593139542,68,65.32,21.48,64,291.15,3.1
406,Yara,2,CU,1593139542,90,20.28,-76.95,76,297.76,2.08
407,Ciudad Río Bravo,1,MX,1593139542,78,25.98,-98.1,79,299.15,3.6
408,Barranquilla,98,CO,1593139529,78,10.96,-74.8,82,301.15,5.1
409,Bakel,90,SN,1593139543,52,14.9,-12.46,86,302.89,8.21
410,Koson,0,UZ,1593139543,31,39.04,65.58,77,298.15,1.0
411,Terbuny,31,RU,1593139543,93,52.14,38.28,61,289.22,3.75
412,Ust-Nera,93,RU,1593139543,24,64.57,143.2,79,299.19,2.25
413,Rexburg,1,US,1593139544,53,43.83,-111.79,72,295.15,2.1
414,Bol'shoye Selo,18,RU,1593139544,92,57.72,38.93,58,287.42,1.49
415,Mahon,0,ES,1593139407,94,39.89,4.27,72,295.15,2.1
416,Lima,90,PE,1593138854,82,-12.04,-77.03,63,290.15,2.1
417,Derzhavīnsk,100,KZ,1593139544,81,51.1,66.32,53,284.68,6.82
418,Broome,90,US,1593139544,77,42.25,-75.83,63,290.15,2.6
419,Riyadh,0,SA,1593139527,14,24.69,46.72,81,300.15,3.1
420,Chāndbāli,88,IN,1593139544,67,20.78,86.77,89,304.74,6.27
421,Savonlinna,11,FI,1593139544,82,61.87,28.88,64,291.15,1.5
422,Kembé,100,CF,1593139545,98,4.62,21.89,69,293.51,0.92
423,Taitung City,75,TW,1593139545,66,22.76,121.14,90,305.15,2.6
424,Bilibino,98,RU,1593139545,76,68.05,166.44,48,282.19,3.69
425,Kapuskasing,90,CA,1593139545,87,49.42,-82.43,59,288.15,2.6
426,Rochester,75,US,1593139260,68,43.15,-77.62,70,294.26,3.1
427,Teahupoo,20,PF,1593139545,74,-17.83,-149.27,81,300.15,8.2
428,Hay River,75,CA,1593139326,55,60.82,-115.8,64,291.15,2.1
429,Samandağ,20,TR,1593139545,83,36.08,35.98,73,296.15,7.2
430,Tura,100,IN,1593139546,99,25.52,90.22,74,296.62,3.06
431,Kabanjahe,40,ID,1593139546,88,3.1,98.49,81,300.15,3.1
432,Ahipara,100,NZ,1593139546,85,-35.17,173.17,62,289.66,4.4
433,Araçuaí,0,BR,1593139546,87,-16.85,-42.07,64,291.04,0.72
434,São Félix do Xingu,7,BR,1593139546,85,-6.64,-51.99,72,295.56,1.24
435,Freital,79,DE,1593139546,93,51.0,13.65,62,289.82,2.1
436,Mucuri,0,BR,1593139546,79,-18.09,-39.55,70,294.38,2.18
437,Santa Cruz de la Sierra,90,BO,1593139546,87,-17.8,-63.17,59,288.15,7.7
438,Richards Bay,0,ZA,1593139546,73,-28.78,32.04,65,291.55,6.97
439,Nioro,70,GM,1593139547,75,13.35,-15.75,80,300.02,2.92
440,Chapada dos Guimarães,100,BR,1593139547,65,-15.46,-55.75,77,298.15,1.49
441,Venice,90,US,1593139305,65,27.1,-82.45,85,302.59,2.6
442,Gamba,29,GA,1593139547,92,-2.65,10.0,70,294.39,1.24
443,Hillsborough,20,US,1593139547,68,37.57,-122.38,71,294.82,7.7
444,Margate,59,GB,1593139547,74,51.38,1.39,66,292.04,0.45
445,Todos Santos,0,MX,1593139547,94,23.45,-110.22,67,292.59,1.34
446,Arman',0,RU,1593139547,66,59.7,150.17,56,286.74,4.2
447,Tahe,0,CN,1593139548,29,52.33,124.73,77,298.41,2.72
448,San Quintín,4,MX,1593139548,82,30.48,-115.95,64,290.74,4.66
449,Neuquén,75,AR,1593139548,57,-38.95,-68.06,41,278.15,1.9
450,Muros,83,ES,1593139548,89,42.78,-9.06,59,288.15,1.56
451,Fukuechō,75,JP,1593139548,78,32.69,128.84,79,299.15,4.1
452,Mayo,1,US,1593139509,82,38.89,-76.51,70,294.15,3.09
453,Simao,98,CN,1593139548,82,22.79,100.97,73,296.05,1.97
454,Curup,2,ID,1593139548,52,-3.47,102.53,84,301.92,0.04
455,Kahului,20,US,1593139548,45,20.89,-156.47,86,303.15,5.1
456,St. George's,75,GD,1593139548,88,12.06,-61.75,82,301.15,7.7
457,Baykit,13,RU,1593139549,39,61.67,96.37,78,298.56,2.1
458,Jumla,79,NP,1593139549,54,29.27,82.18,69,293.91,1.32
459,Iquique,90,CL,1593139278,67,-20.22,-70.14,63,290.15,2.6
460,Tateyama,75,JP,1593139549,88,34.98,139.87,82,300.93,10.8
461,Taoudenni,0,ML,1593139549,10,22.68,-3.98,93,306.88,3.32
462,Westport,1,US,1593139253,64,41.14,-73.36,73,296.15,1.5
463,Edendale,0,ZA,1593139549,76,-29.65,30.31,49,282.59,2.48
464,Kashgar,0,CN,1593139549,28,39.45,75.98,73,296.15,4.0
465,Ploemeur,90,FR,1593139549,93,47.73,-3.43,61,289.26,4.6
466,Qasigiannguit,100,GL,1593139549,86,68.82,-51.19,39,277.15,2.1
467,Rijeka,75,HR,1593139550,82,45.34,14.41,68,293.15,3.6
468,Port Hawkesbury,40,CA,1593139550,100,45.62,-61.35,63,290.37,1.5
469,Ciudad del Carmen,66,MX,1593139545,68,18.63,-91.83,85,302.72,5.84
470,Yerbogachën,50,RU,1593139550,39,61.28,108.01,78,298.53,1.79
471,Namtsy,19,RU,1593139550,21,62.72,129.67,84,302.15,2.0
472,Klaksvík,100,FO,1593139550,76,62.23,-6.59,54,285.15,5.7
473,Srednekolymsk,92,RU,1593139550,42,67.45,153.68,76,297.7,8.72
474,Saint-Joseph,17,RE,1593139551,73,-21.37,55.62,72,295.15,10.8
475,Mayskiy,0,RU,1593139551,58,47.69,40.1,57,287.15,1.0
476,Mangan,99,IN,1593139388,56,27.52,88.53,78,298.61,0.66
477,Igunga,99,TZ,1593139551,75,-4.28,33.88,61,289.2,2.7
478,Nampula,12,MZ,1593139551,99,-15.12,39.27,58,287.51,1.82
479,Gravdal,88,NO,1593139551,81,68.12,13.5,52,284.16,6.72
480,Leshukonskoye,89,RU,1593139552,71,64.9,45.76,51,283.93,1.96
481,Forio,0,IT,1593139552,77,40.73,13.86,70,294.15,1.5
482,Mongo,84,TD,1593139552,56,12.18,18.69,82,300.88,2.07
483,Motygino,5,RU,1593139552,40,58.18,94.76,78,298.81,1.49
484,Otradnoye,6,RU,1593139552,72,59.78,30.82,64,291.15,1.0
485,Nouadhibou,0,MR,1593139552,77,20.93,-17.03,70,294.15,8.7
486,Havøysund,100,NO,1593139553,76,71.0,24.66,50,283.15,11.3
487,Posse,0,BR,1593139553,50,-14.09,-46.37,64,290.92,2.22
488,Sajanan,40,TN,1593139553,94,37.06,9.24,72,295.15,1.0
489,Surgāna,100,IN,1593139553,84,20.57,73.62,78,298.84,2.01
490,Bundaberg,0,AU,1593139553,43,-24.85,152.35,70,294.15,2.1
491,Ekangala,0,ZA,1593139553,86,-25.7,28.75,40,277.59,1.07
492,Svetlaya,100,RU,1593139554,87,46.54,138.33,57,287.06,3.5
493,Hamilton,1,US,1593139554,68,39.18,-84.53,74,296.48,1.69
494,Bereda,89,ES,1593139554,95,43.27,-7.54,59,288.15,2.24
495,Acarí,24,PE,1593139554,65,-15.43,-74.62,63,290.41,0.7
496,Gilgit,29,PK,1593139554,28,35.92,74.31,79,299.42,1.87
497,Pierre,1,US,1593139554,78,44.37,-100.35,73,296.15,1.54
498,Denpasar,40,ID,1593139293,79,-8.65,115.22,84,302.15,5.1
499,Mehamn,20,NO,1593139555,77,71.04,27.85,50,283.14,13.6
500,Jining,100,CN,1593139555,48,35.41,116.58,91,306.17,4.49
501,Almenara,15,BR,1593139555,88,-16.18,-40.69,65,291.36,0.53
502,Magalia,1,US,1593139555,31,39.81,-121.58,104,313.15,2.6
503,Atambua,9,ID,1593139555,50,-9.11,124.89,83,301.39,1.32
504,Kumano,75,JP,1593139556,94,34.34,132.59,85,302.59,4.6
505,Tilichiki,68,RU,1593139556,65,60.47,166.1,59,288.17,5.54
506,Asău,26,RO,1593139556,95,46.43,26.4,56,286.48,1.44
507,Gambēla,45,ET,1593139556,88,8.25,34.58,69,293.8,1.76
508,Beian,40,NO,1593139556,82,63.66,9.57,59,288.15,1.5
509,High Rock,71,BS,1593139556,79,26.62,-78.28,83,301.62,4.24
510,Leirvik,0,NO,1593139556,78,59.78,5.5,60,288.71,2.41
511,Kidal,0,ML,1593139557,13,18.44,1.41,87,303.76,2.41
512,Tucupita,100,VE,1593139557,98,9.06,-62.05,75,296.82,1.51
513,Tadine,0,NC,1593139557,59,-21.55,167.88,72,295.35,5.04
514,Severodvinsk,40,RU,1593139557,62,64.56,39.83,57,287.15,2.0
515,Kuandian,100,CN,1593139558,88,40.73,124.78,67,292.34,2.07
516,Matara,95,LK,1593139558,86,5.95,80.54,79,299.11,5.25
517,Padang,60,ID,1593139558,53,-0.95,100.35,86,303.04,0.99
518,Māngrol,21,IN,1593139558,73,21.12,70.12,86,303.13,4.68
519,Minnedosa,40,CA,1593139558,82,50.25,-99.84,68,293.15,1.5
520,Nizhnyaya Tavda,17,RU,1593139559,83,57.67,66.17,50,283.34,3.77
521,Ibadan,100,NG,1593139559,97,7.39,3.9,73,295.89,1.65
522,Garoowe,70,SO,1593139559,62,8.41,48.48,79,299.16,10.15
523,Chicama,16,PE,1593139559,81,-7.84,-79.15,64,290.78,2.22
524,Kenora,75,CA,1593139560,68,49.82,-94.43,72,295.15,4.1
525,Maniitsoq,2,GL,1593139560,88,65.42,-52.9,41,278.0,2.63
526,Bagdarin,7,RU,1593139560,36,54.43,113.6,72,295.37,3.34
527,Ol'ga,100,RU,1593139560,95,43.74,135.29,56,286.53,4.14
528,Anloga,87,GH,1593139560,86,5.79,0.9,78,298.69,5.78
529,Ayan,100,RU,1593139561,90,56.45,138.17,47,281.31,2.63
530,Paracuru,100,BR,1593139504,79,-3.41,-39.03,77,298.15,0.45
531,Petropavlovsk-Kamchatskiy,20,RU,1593139420,42,53.05,158.65,82,301.15,6.0
532,Fairfield,1,US,1593139440,56,41.27,-73.32,72,295.37,2.1
533,Sakaiminato,75,JP,1593139561,74,35.55,133.23,81,300.15,10.3
534,Raduzhny,100,RU,1593139561,77,62.1,77.47,56,286.59,4.9
535,Wasilla,90,US,1593139435,58,61.58,-149.44,64,291.15,3.6
536,Kiri Buru,100,IN,1593139562,64,22.08,85.35,87,303.45,2.77
537,Necochea,34,AR,1593139562,86,-38.55,-58.74,39,277.04,1.34
538,Hurricane,1,US,1593139562,11,37.18,-113.29,99,310.15,5.1
539,Tabuk,100,PH,1593139562,60,17.42,121.44,88,304.09,2.06
540,‘Ewa Beach,40,US,1593139562,55,21.32,-158.01,88,304.15,3.6
541,Ust'-Ilimsk,90,RU,1593139562,34,58.0,102.66,83,301.55,1.59
542,Kirakira,1,SB,1593139563,67,-10.45,161.92,86,303.04,4.56
543,Birjand,0,IR,1593139563,20,32.87,59.22,64,291.15,2.1
544,Henties Bay,1,NA,1593139563,91,-22.12,14.28,54,285.37,4.56
545,Chyhyryn,0,UA,1593139563,82,49.08,32.66,61,289.28,2.6
546,Ojinaga,1,MX,1593139563,18,29.57,-104.42,93,307.15,4.1
547,Otane,100,NZ,1593139563,88,-39.88,176.63,52,284.52,4.03
548,Byron Bay,90,AU,1593138988,67,-28.65,153.62,63,290.15,4.6
549,Cabra,0,ES,1593139564,79,37.47,-4.44,67,292.59,0.73
550,Atar,0,MR,1593139564,15,20.52,-13.05,93,306.9,5.66
551,Ust-Kuyga,0,RU,1593139564,42,70.02,135.6,77,298.05,3.36
552,Brufut,40,GM,1593139564,94,13.38,-16.75,79,299.15,1.5
553,Kapoeta,0,SS,1593139565,64,4.77,33.59,74,296.66,2.23
554,Rakiv Lis,58,UA,1593139565,91,51.62,24.92,62,289.58,2.53
555,Rancho Palos Verdes,58,US,1593139543,87,33.74,-118.39,66,292.04,1.34
556,Phan Thiet,98,VN,1593139565,67,10.93,108.1,86,303.09,2.93
557,Benjamín Aceval,20,PY,1593139566,93,-24.97,-57.57,50,283.15,2.15
558,Bosaso,33,SO,1593139566,43,11.28,49.18,92,306.3,7.16
559,Nouakchott,0,MR,1593139566,83,18.09,-15.98,77,298.15,3.1
560,Prabumulih,2,ID,1593139566,66,-3.45,104.25,84,302.07,1.63
561,Guerrero Negro,0,MX,1593139476,83,27.98,-114.06,64,291.02,7.26
